,0
36878,"ham ../data/inmail.36879
"
36879,"spam ../data/inmail.36880
"
36880,"ham ../data/inmail.36881
"
36881,"ham ../data/inmail.36882
"
36882,"ham ../data/inmail.36883
"
36883,"spam ../data/inmail.36884
"
36884,"ham ../data/inmail.36885
"
36885,"ham ../data/inmail.36886
"
36886,"ham ../data/inmail.36887
"
36887,"ham ../data/inmail.36888
"
36888,"ham ../data/inmail.36889
"
36889,"ham ../data/inmail.36890
"
36890,"spam ../data/inmail.36891
"
36891,"ham ../data/inmail.36892
"
36892,"spam ../data/inmail.36893
"
36893,"ham ../data/inmail.36894
"
36894,"spam ../data/inmail.36895
"
36895,"ham ../data/inmail.36896
"
36896,"spam ../data/inmail.36897
"
36897,"ham ../data/inmail.36898
"
36898,"ham ../data/inmail.36899
"
36899,"ham ../data/inmail.36900
"
36900,"spam ../data/inmail.36901
"
36901,"ham ../data/inmail.36902
"
36902,"ham ../data/inmail.36903
"
36903,"ham ../data/inmail.36904
"
36904,"ham ../data/inmail.36905
"
36905,"ham ../data/inmail.36906
"
36906,"ham ../data/inmail.36907
"
36907,"ham ../data/inmail.36908
"
36908,"spam ../data/inmail.36909
"
36909,"spam ../data/inmail.36910
"
36910,"ham ../data/inmail.36911
"
36911,"ham ../data/inmail.36912
"
36912,"spam ../data/inmail.36913
"
36913,"spam ../data/inmail.36914
"
36914,"spam ../data/inmail.36915
"
36915,"spam ../data/inmail.36916
"
36916,"spam ../data/inmail.36917
"
36917,"ham ../data/inmail.36918
"
36918,"ham ../data/inmail.36919
"
36919,"spam ../data/inmail.36920
"
36920,"spam ../data/inmail.36921
"
36921,"ham ../data/inmail.36922
"
36922,"spam ../data/inmail.36923
"
36923,"spam ../data/inmail.36924
"
36924,"ham ../data/inmail.36925
"
36925,"ham ../data/inmail.36926
"
36926,"spam ../data/inmail.36927
"
36927,"spam ../data/inmail.36928
"
36928,"ham ../data/inmail.36929
"
36929,"ham ../data/inmail.36930
"
36930,"spam ../data/inmail.36931
"
36931,"ham ../data/inmail.36932
"
36932,"ham ../data/inmail.36933
"
36933,"ham ../data/inmail.36934
"
36934,"ham ../data/inmail.36935
"
36935,"ham ../data/inmail.36936
"
36936,"spam ../data/inmail.36937
"
36937,"spam ../data/inmail.36938
"
36938,"ham ../data/inmail.36939
"
36939,"spam ../data/inmail.36940
"
36940,"ham ../data/inmail.36941
"
36941,"spam ../data/inmail.36942
"
36942,"ham ../data/inmail.36943
"
36943,"spam ../data/inmail.36944
"
36944,"ham ../data/inmail.36945
"
36945,"ham ../data/inmail.36946
"
36946,"ham ../data/inmail.36947
"
36947,"ham ../data/inmail.36948
"
36948,"ham ../data/inmail.36949
"
36949,"spam ../data/inmail.36950
"
36950,"ham ../data/inmail.36951
"
36951,"spam ../data/inmail.36952
"
36952,"spam ../data/inmail.36953
"
36953,"ham ../data/inmail.36954
"
36954,"spam ../data/inmail.36955
"
36955,"spam ../data/inmail.36956
"
36956,"ham ../data/inmail.36957
"
36957,"spam ../data/inmail.36958
"
36958,"ham ../data/inmail.36959
"
36959,"spam ../data/inmail.36960
"
36960,"spam ../data/inmail.36961
"
36961,"spam ../data/inmail.36962
"
36962,"spam ../data/inmail.36963
"
36963,"spam ../data/inmail.36964
"
36964,"spam ../data/inmail.36965
"
36965,"ham ../data/inmail.36966
"
36966,"ham ../data/inmail.36967
"
36967,"ham ../data/inmail.36968
"
36968,"spam ../data/inmail.36969
"
36969,"ham ../data/inmail.36970
"
36970,"spam ../data/inmail.36971
"
36971,"spam ../data/inmail.36972
"
36972,"ham ../data/inmail.36973
"
36973,"spam ../data/inmail.36974
"
36974,"ham ../data/inmail.36975
"
36975,"spam ../data/inmail.36976
"
36976,"ham ../data/inmail.36977
"
36977,"ham ../data/inmail.36978
"
36978,"ham ../data/inmail.36979
"
36979,"ham ../data/inmail.36980
"
36980,"spam ../data/inmail.36981
"
36981,"spam ../data/inmail.36982
"
36982,"ham ../data/inmail.36983
"
36983,"ham ../data/inmail.36984
"
36984,"ham ../data/inmail.36985
"
36985,"ham ../data/inmail.36986
"
36986,"ham ../data/inmail.36987
"
36987,"spam ../data/inmail.36988
"
36988,"ham ../data/inmail.36989
"
36989,"spam ../data/inmail.36990
"
36990,"ham ../data/inmail.36991
"
36991,"ham ../data/inmail.36992
"
36992,"ham ../data/inmail.36993
"
36993,"spam ../data/inmail.36994
"
36994,"ham ../data/inmail.36995
"
36995,"ham ../data/inmail.36996
"
36996,"ham ../data/inmail.36997
"
36997,"spam ../data/inmail.36998
"
36998,"spam ../data/inmail.36999
"
36999,"ham ../data/inmail.37000
"
37000,"ham ../data/inmail.37001
"
37001,"ham ../data/inmail.37002
"
37002,"ham ../data/inmail.37003
"
37003,"ham ../data/inmail.37004
"
37004,"ham ../data/inmail.37005
"
37005,"ham ../data/inmail.37006
"
37006,"ham ../data/inmail.37007
"
37007,"ham ../data/inmail.37008
"
37008,"ham ../data/inmail.37009
"
37009,"ham ../data/inmail.37010
"
37010,"ham ../data/inmail.37011
"
37011,"ham ../data/inmail.37012
"
37012,"ham ../data/inmail.37013
"
37013,"ham ../data/inmail.37014
"
37014,"ham ../data/inmail.37015
"
37015,"ham ../data/inmail.37016
"
37016,"ham ../data/inmail.37017
"
37017,"spam ../data/inmail.37018
"
37018,"spam ../data/inmail.37019
"
37019,"ham ../data/inmail.37020
"
37020,"spam ../data/inmail.37021
"
37021,"spam ../data/inmail.37022
"
37022,"ham ../data/inmail.37023
"
37023,"ham ../data/inmail.37024
"
37024,"ham ../data/inmail.37025
"
37025,"ham ../data/inmail.37026
"
37026,"ham ../data/inmail.37027
"
37027,"spam ../data/inmail.37028
"
37028,"ham ../data/inmail.37029
"
37029,"spam ../data/inmail.37030
"
37030,"ham ../data/inmail.37031
"
37031,"ham ../data/inmail.37032
"
37032,"spam ../data/inmail.37033
"
37033,"ham ../data/inmail.37034
"
37034,"ham ../data/inmail.37035
"
37035,"spam ../data/inmail.37036
"
37036,"ham ../data/inmail.37037
"
37037,"spam ../data/inmail.37038
"
37038,"spam ../data/inmail.37039
"
37039,"spam ../data/inmail.37040
"
37040,"spam ../data/inmail.37041
"
37041,"spam ../data/inmail.37042
"
37042,"ham ../data/inmail.37043
"
37043,"spam ../data/inmail.37044
"
37044,"ham ../data/inmail.37045
"
37045,"ham ../data/inmail.37046
"
37046,"spam ../data/inmail.37047
"
37047,"ham ../data/inmail.37048
"
37048,"spam ../data/inmail.37049
"
37049,"ham ../data/inmail.37050
"
37050,"spam ../data/inmail.37051
"
37051,"ham ../data/inmail.37052
"
37052,"ham ../data/inmail.37053
"
37053,"spam ../data/inmail.37054
"
37054,"spam ../data/inmail.37055
"
37055,"spam ../data/inmail.37056
"
37056,"ham ../data/inmail.37057
"
37057,"ham ../data/inmail.37058
"
37058,"ham ../data/inmail.37059
"
37059,"ham ../data/inmail.37060
"
37060,"spam ../data/inmail.37061
"
37061,"ham ../data/inmail.37062
"
37062,"ham ../data/inmail.37063
"
37063,"ham ../data/inmail.37064
"
37064,"ham ../data/inmail.37065
"
37065,"spam ../data/inmail.37066
"
37066,"spam ../data/inmail.37067
"
37067,"spam ../data/inmail.37068
"
37068,"spam ../data/inmail.37069
"
37069,"ham ../data/inmail.37070
"
37070,"ham ../data/inmail.37071
"
37071,"spam ../data/inmail.37072
"
37072,"spam ../data/inmail.37073
"
37073,"spam ../data/inmail.37074
"
37074,"ham ../data/inmail.37075
"
37075,"ham ../data/inmail.37076
"
37076,"ham ../data/inmail.37077
"
37077,"spam ../data/inmail.37078
"
37078,"ham ../data/inmail.37079
"
37079,"ham ../data/inmail.37080
"
37080,"spam ../data/inmail.37081
"
37081,"ham ../data/inmail.37082
"
37082,"spam ../data/inmail.37083
"
37083,"ham ../data/inmail.37084
"
37084,"spam ../data/inmail.37085
"
37085,"ham ../data/inmail.37086
"
37086,"ham ../data/inmail.37087
"
37087,"ham ../data/inmail.37088
"
37088,"ham ../data/inmail.37089
"
37089,"spam ../data/inmail.37090
"
37090,"ham ../data/inmail.37091
"
37091,"spam ../data/inmail.37092
"
37092,"spam ../data/inmail.37093
"
37093,"spam ../data/inmail.37094
"
37094,"ham ../data/inmail.37095
"
37095,"ham ../data/inmail.37096
"
37096,"ham ../data/inmail.37097
"
37097,"spam ../data/inmail.37098
"
37098,"spam ../data/inmail.37099
"
37099,"spam ../data/inmail.37100
"
37100,"ham ../data/inmail.37101
"
37101,"spam ../data/inmail.37102
"
37102,"spam ../data/inmail.37103
"
37103,"ham ../data/inmail.37104
"
37104,"ham ../data/inmail.37105
"
37105,"spam ../data/inmail.37106
"
37106,"ham ../data/inmail.37107
"
37107,"spam ../data/inmail.37108
"
37108,"spam ../data/inmail.37109
"
37109,"spam ../data/inmail.37110
"
37110,"ham ../data/inmail.37111
"
37111,"spam ../data/inmail.37112
"
37112,"ham ../data/inmail.37113
"
37113,"spam ../data/inmail.37114
"
37114,"ham ../data/inmail.37115
"
37115,"spam ../data/inmail.37116
"
37116,"ham ../data/inmail.37117
"
37117,"ham ../data/inmail.37118
"
37118,"spam ../data/inmail.37119
"
37119,"spam ../data/inmail.37120
"
37120,"ham ../data/inmail.37121
"
37121,"spam ../data/inmail.37122
"
37122,"ham ../data/inmail.37123
"
37123,"ham ../data/inmail.37124
"
37124,"spam ../data/inmail.37125
"
37125,"spam ../data/inmail.37126
"
37126,"ham ../data/inmail.37127
"
37127,"spam ../data/inmail.37128
"
37128,"ham ../data/inmail.37129
"
37129,"ham ../data/inmail.37130
"
37130,"ham ../data/inmail.37131
"
37131,"ham ../data/inmail.37132
"
37132,"spam ../data/inmail.37133
"
37133,"ham ../data/inmail.37134
"
37134,"ham ../data/inmail.37135
"
37135,"ham ../data/inmail.37136
"
37136,"ham ../data/inmail.37137
"
37137,"ham ../data/inmail.37138
"
37138,"ham ../data/inmail.37139
"
37139,"ham ../data/inmail.37140
"
37140,"spam ../data/inmail.37141
"
37141,"ham ../data/inmail.37142
"
37142,"spam ../data/inmail.37143
"
37143,"spam ../data/inmail.37144
"
37144,"ham ../data/inmail.37145
"
37145,"spam ../data/inmail.37146
"
37146,"ham ../data/inmail.37147
"
37147,"ham ../data/inmail.37148
"
37148,"spam ../data/inmail.37149
"
37149,"ham ../data/inmail.37150
"
37150,"spam ../data/inmail.37151
"
37151,"spam ../data/inmail.37152
"
37152,"ham ../data/inmail.37153
"
37153,"spam ../data/inmail.37154
"
37154,"spam ../data/inmail.37155
"
37155,"ham ../data/inmail.37156
"
37156,"spam ../data/inmail.37157
"
37157,"ham ../data/inmail.37158
"
37158,"ham ../data/inmail.37159
"
37159,"ham ../data/inmail.37160
"
37160,"ham ../data/inmail.37161
"
37161,"ham ../data/inmail.37162
"
37162,"ham ../data/inmail.37163
"
37163,"ham ../data/inmail.37164
"
37164,"spam ../data/inmail.37165
"
37165,"ham ../data/inmail.37166
"
37166,"ham ../data/inmail.37167
"
37167,"ham ../data/inmail.37168
"
37168,"spam ../data/inmail.37169
"
37169,"spam ../data/inmail.37170
"
37170,"spam ../data/inmail.37171
"
37171,"spam ../data/inmail.37172
"
37172,"spam ../data/inmail.37173
"
37173,"ham ../data/inmail.37174
"
37174,"spam ../data/inmail.37175
"
37175,"ham ../data/inmail.37176
"
37176,"spam ../data/inmail.37177
"
37177,"spam ../data/inmail.37178
"
37178,"spam ../data/inmail.37179
"
37179,"spam ../data/inmail.37180
"
37180,"spam ../data/inmail.37181
"
37181,"spam ../data/inmail.37182
"
37182,"spam ../data/inmail.37183
"
37183,"ham ../data/inmail.37184
"
37184,"ham ../data/inmail.37185
"
37185,"ham ../data/inmail.37186
"
37186,"ham ../data/inmail.37187
"
37187,"ham ../data/inmail.37188
"
37188,"spam ../data/inmail.37189
"
37189,"ham ../data/inmail.37190
"
37190,"ham ../data/inmail.37191
"
37191,"spam ../data/inmail.37192
"
37192,"ham ../data/inmail.37193
"
37193,"ham ../data/inmail.37194
"
37194,"ham ../data/inmail.37195
"
37195,"spam ../data/inmail.37196
"
37196,"ham ../data/inmail.37197
"
37197,"ham ../data/inmail.37198
"
37198,"ham ../data/inmail.37199
"
37199,"spam ../data/inmail.37200
"
37200,"ham ../data/inmail.37201
"
37201,"ham ../data/inmail.37202
"
37202,"ham ../data/inmail.37203
"
37203,"spam ../data/inmail.37204
"
37204,"ham ../data/inmail.37205
"
37205,"ham ../data/inmail.37206
"
37206,"ham ../data/inmail.37207
"
37207,"spam ../data/inmail.37208
"
37208,"ham ../data/inmail.37209
"
37209,"spam ../data/inmail.37210
"
37210,"ham ../data/inmail.37211
"
37211,"ham ../data/inmail.37212
"
37212,"ham ../data/inmail.37213
"
37213,"spam ../data/inmail.37214
"
37214,"ham ../data/inmail.37215
"
37215,"ham ../data/inmail.37216
"
37216,"spam ../data/inmail.37217
"
37217,"ham ../data/inmail.37218
"
37218,"spam ../data/inmail.37219
"
37219,"spam ../data/inmail.37220
"
37220,"spam ../data/inmail.37221
"
37221,"spam ../data/inmail.37222
"
37222,"ham ../data/inmail.37223
"
37223,"ham ../data/inmail.37224
"
37224,"ham ../data/inmail.37225
"
37225,"spam ../data/inmail.37226
"
37226,"ham ../data/inmail.37227
"
37227,"ham ../data/inmail.37228
"
37228,"spam ../data/inmail.37229
"
37229,"ham ../data/inmail.37230
"
37230,"ham ../data/inmail.37231
"
37231,"spam ../data/inmail.37232
"
37232,"spam ../data/inmail.37233
"
37233,"spam ../data/inmail.37234
"
37234,"spam ../data/inmail.37235
"
37235,"spam ../data/inmail.37236
"
37236,"spam ../data/inmail.37237
"
37237,"spam ../data/inmail.37238
"
37238,"spam ../data/inmail.37239
"
37239,"spam ../data/inmail.37240
"
37240,"spam ../data/inmail.37241
"
37241,"spam ../data/inmail.37242
"
37242,"spam ../data/inmail.37243
"
37243,"spam ../data/inmail.37244
"
37244,"spam ../data/inmail.37245
"
37245,"spam ../data/inmail.37246
"
37246,"spam ../data/inmail.37247
"
37247,"spam ../data/inmail.37248
"
37248,"ham ../data/inmail.37249
"
37249,"ham ../data/inmail.37250
"
37250,"spam ../data/inmail.37251
"
37251,"ham ../data/inmail.37252
"
37252,"ham ../data/inmail.37253
"
37253,"spam ../data/inmail.37254
"
37254,"ham ../data/inmail.37255
"
37255,"ham ../data/inmail.37256
"
37256,"ham ../data/inmail.37257
"
37257,"ham ../data/inmail.37258
"
37258,"spam ../data/inmail.37259
"
37259,"spam ../data/inmail.37260
"
37260,"spam ../data/inmail.37261
"
37261,"spam ../data/inmail.37262
"
37262,"spam ../data/inmail.37263
"
37263,"ham ../data/inmail.37264
"
37264,"ham ../data/inmail.37265
"
37265,"ham ../data/inmail.37266
"
37266,"spam ../data/inmail.37267
"
37267,"spam ../data/inmail.37268
"
37268,"spam ../data/inmail.37269
"
37269,"spam ../data/inmail.37270
"
37270,"spam ../data/inmail.37271
"
37271,"ham ../data/inmail.37272
"
37272,"ham ../data/inmail.37273
"
37273,"spam ../data/inmail.37274
"
37274,"ham ../data/inmail.37275
"
37275,"ham ../data/inmail.37276
"
37276,"ham ../data/inmail.37277
"
37277,"ham ../data/inmail.37278
"
37278,"spam ../data/inmail.37279
"
37279,"ham ../data/inmail.37280
"
37280,"spam ../data/inmail.37281
"
37281,"ham ../data/inmail.37282
"
37282,"spam ../data/inmail.37283
"
37283,"spam ../data/inmail.37284
"
37284,"spam ../data/inmail.37285
"
37285,"ham ../data/inmail.37286
"
37286,"ham ../data/inmail.37287
"
37287,"spam ../data/inmail.37288
"
37288,"ham ../data/inmail.37289
"
37289,"spam ../data/inmail.37290
"
37290,"spam ../data/inmail.37291
"
37291,"spam ../data/inmail.37292
"
37292,"ham ../data/inmail.37293
"
37293,"spam ../data/inmail.37294
"
37294,"spam ../data/inmail.37295
"
37295,"spam ../data/inmail.37296
"
37296,"spam ../data/inmail.37297
"
37297,"spam ../data/inmail.37298
"
37298,"spam ../data/inmail.37299
"
37299,"ham ../data/inmail.37300
"
37300,"spam ../data/inmail.37301
"
37301,"spam ../data/inmail.37302
"
37302,"spam ../data/inmail.37303
"
37303,"ham ../data/inmail.37304
"
37304,"spam ../data/inmail.37305
"
37305,"ham ../data/inmail.37306
"
37306,"ham ../data/inmail.37307
"
37307,"spam ../data/inmail.37308
"
37308,"spam ../data/inmail.37309
"
37309,"ham ../data/inmail.37310
"
37310,"spam ../data/inmail.37311
"
37311,"ham ../data/inmail.37312
"
37312,"spam ../data/inmail.37313
"
37313,"spam ../data/inmail.37314
"
37314,"spam ../data/inmail.37315
"
37315,"ham ../data/inmail.37316
"
37316,"ham ../data/inmail.37317
"
37317,"ham ../data/inmail.37318
"
37318,"ham ../data/inmail.37319
"
37319,"ham ../data/inmail.37320
"
37320,"ham ../data/inmail.37321
"
37321,"ham ../data/inmail.37322
"
37322,"ham ../data/inmail.37323
"
37323,"ham ../data/inmail.37324
"
37324,"spam ../data/inmail.37325
"
37325,"spam ../data/inmail.37326
"
37326,"ham ../data/inmail.37327
"
37327,"spam ../data/inmail.37328
"
37328,"spam ../data/inmail.37329
"
37329,"spam ../data/inmail.37330
"
37330,"ham ../data/inmail.37331
"
37331,"ham ../data/inmail.37332
"
37332,"spam ../data/inmail.37333
"
37333,"ham ../data/inmail.37334
"
37334,"spam ../data/inmail.37335
"
37335,"spam ../data/inmail.37336
"
37336,"spam ../data/inmail.37337
"
37337,"spam ../data/inmail.37338
"
37338,"spam ../data/inmail.37339
"
37339,"spam ../data/inmail.37340
"
37340,"spam ../data/inmail.37341
"
37341,"ham ../data/inmail.37342
"
37342,"spam ../data/inmail.37343
"
37343,"spam ../data/inmail.37344
"
37344,"ham ../data/inmail.37345
"
37345,"spam ../data/inmail.37346
"
37346,"ham ../data/inmail.37347
"
37347,"spam ../data/inmail.37348
"
37348,"spam ../data/inmail.37349
"
37349,"spam ../data/inmail.37350
"
37350,"spam ../data/inmail.37351
"
37351,"ham ../data/inmail.37352
"
37352,"spam ../data/inmail.37353
"
37353,"spam ../data/inmail.37354
"
37354,"spam ../data/inmail.37355
"
37355,"spam ../data/inmail.37356
"
37356,"spam ../data/inmail.37357
"
37357,"spam ../data/inmail.37358
"
37358,"spam ../data/inmail.37359
"
37359,"spam ../data/inmail.37360
"
37360,"ham ../data/inmail.37361
"
37361,"ham ../data/inmail.37362
"
37362,"ham ../data/inmail.37363
"
37363,"spam ../data/inmail.37364
"
37364,"spam ../data/inmail.37365
"
37365,"ham ../data/inmail.37366
"
37366,"ham ../data/inmail.37367
"
37367,"ham ../data/inmail.37368
"
37368,"ham ../data/inmail.37369
"
37369,"ham ../data/inmail.37370
"
37370,"spam ../data/inmail.37371
"
37371,"spam ../data/inmail.37372
"
37372,"ham ../data/inmail.37373
"
37373,"spam ../data/inmail.37374
"
37374,"ham ../data/inmail.37375
"
37375,"ham ../data/inmail.37376
"
37376,"ham ../data/inmail.37377
"
37377,"ham ../data/inmail.37378
"
37378,"spam ../data/inmail.37379
"
37379,"ham ../data/inmail.37380
"
37380,"spam ../data/inmail.37381
"
37381,"spam ../data/inmail.37382
"
37382,"spam ../data/inmail.37383
"
37383,"spam ../data/inmail.37384
"
37384,"spam ../data/inmail.37385
"
37385,"spam ../data/inmail.37386
"
37386,"spam ../data/inmail.37387
"
37387,"spam ../data/inmail.37388
"
37388,"ham ../data/inmail.37389
"
37389,"spam ../data/inmail.37390
"
37390,"ham ../data/inmail.37391
"
37391,"ham ../data/inmail.37392
"
37392,"ham ../data/inmail.37393
"
37393,"spam ../data/inmail.37394
"
37394,"spam ../data/inmail.37395
"
37395,"spam ../data/inmail.37396
"
37396,"spam ../data/inmail.37397
"
37397,"spam ../data/inmail.37398
"
37398,"spam ../data/inmail.37399
"
37399,"spam ../data/inmail.37400
"
37400,"spam ../data/inmail.37401
"
37401,"spam ../data/inmail.37402
"
37402,"spam ../data/inmail.37403
"
37403,"ham ../data/inmail.37404
"
37404,"spam ../data/inmail.37405
"
37405,"spam ../data/inmail.37406
"
37406,"spam ../data/inmail.37407
"
37407,"spam ../data/inmail.37408
"
37408,"spam ../data/inmail.37409
"
37409,"ham ../data/inmail.37410
"
37410,"spam ../data/inmail.37411
"
37411,"spam ../data/inmail.37412
"
37412,"ham ../data/inmail.37413
"
37413,"ham ../data/inmail.37414
"
37414,"ham ../data/inmail.37415
"
37415,"spam ../data/inmail.37416
"
37416,"spam ../data/inmail.37417
"
37417,"spam ../data/inmail.37418
"
37418,"ham ../data/inmail.37419
"
37419,"spam ../data/inmail.37420
"
37420,"ham ../data/inmail.37421
"
37421,"ham ../data/inmail.37422
"
37422,"spam ../data/inmail.37423
"
37423,"ham ../data/inmail.37424
"
37424,"ham ../data/inmail.37425
"
37425,"ham ../data/inmail.37426
"
37426,"spam ../data/inmail.37427
"
37427,"ham ../data/inmail.37428
"
37428,"spam ../data/inmail.37429
"
37429,"ham ../data/inmail.37430
"
37430,"ham ../data/inmail.37431
"
37431,"ham ../data/inmail.37432
"
37432,"spam ../data/inmail.37433
"
37433,"spam ../data/inmail.37434
"
37434,"spam ../data/inmail.37435
"
37435,"ham ../data/inmail.37436
"
37436,"spam ../data/inmail.37437
"
37437,"spam ../data/inmail.37438
"
37438,"spam ../data/inmail.37439
"
37439,"spam ../data/inmail.37440
"
37440,"spam ../data/inmail.37441
"
37441,"spam ../data/inmail.37442
"
37442,"spam ../data/inmail.37443
"
37443,"spam ../data/inmail.37444
"
37444,"spam ../data/inmail.37445
"
37445,"ham ../data/inmail.37446
"
37446,"ham ../data/inmail.37447
"
37447,"spam ../data/inmail.37448
"
37448,"spam ../data/inmail.37449
"
37449,"spam ../data/inmail.37450
"
37450,"ham ../data/inmail.37451
"
37451,"spam ../data/inmail.37452
"
37452,"ham ../data/inmail.37453
"
37453,"ham ../data/inmail.37454
"
37454,"spam ../data/inmail.37455
"
37455,"spam ../data/inmail.37456
"
37456,"spam ../data/inmail.37457
"
37457,"ham ../data/inmail.37458
"
37458,"spam ../data/inmail.37459
"
37459,"spam ../data/inmail.37460
"
37460,"ham ../data/inmail.37461
"
37461,"ham ../data/inmail.37462
"
37462,"ham ../data/inmail.37463
"
37463,"ham ../data/inmail.37464
"
37464,"ham ../data/inmail.37465
"
37465,"spam ../data/inmail.37466
"
37466,"spam ../data/inmail.37467
"
37467,"spam ../data/inmail.37468
"
37468,"spam ../data/inmail.37469
"
37469,"spam ../data/inmail.37470
"
37470,"spam ../data/inmail.37471
"
37471,"ham ../data/inmail.37472
"
37472,"ham ../data/inmail.37473
"
37473,"spam ../data/inmail.37474
"
37474,"spam ../data/inmail.37475
"
37475,"spam ../data/inmail.37476
"
37476,"spam ../data/inmail.37477
"
37477,"spam ../data/inmail.37478
"
37478,"ham ../data/inmail.37479
"
37479,"spam ../data/inmail.37480
"
37480,"ham ../data/inmail.37481
"
37481,"spam ../data/inmail.37482
"
37482,"spam ../data/inmail.37483
"
37483,"ham ../data/inmail.37484
"
37484,"ham ../data/inmail.37485
"
37485,"ham ../data/inmail.37486
"
37486,"spam ../data/inmail.37487
"
37487,"ham ../data/inmail.37488
"
37488,"spam ../data/inmail.37489
"
37489,"ham ../data/inmail.37490
"
37490,"ham ../data/inmail.37491
"
37491,"ham ../data/inmail.37492
"
37492,"spam ../data/inmail.37493
"
37493,"spam ../data/inmail.37494
"
37494,"ham ../data/inmail.37495
"
37495,"ham ../data/inmail.37496
"
37496,"ham ../data/inmail.37497
"
37497,"ham ../data/inmail.37498
"
37498,"ham ../data/inmail.37499
"
37499,"spam ../data/inmail.37500
"
37500,"ham ../data/inmail.37501
"
37501,"ham ../data/inmail.37502
"
37502,"spam ../data/inmail.37503
"
37503,"spam ../data/inmail.37504
"
37504,"spam ../data/inmail.37505
"
37505,"ham ../data/inmail.37506
"
37506,"spam ../data/inmail.37507
"
37507,"ham ../data/inmail.37508
"
37508,"ham ../data/inmail.37509
"
37509,"ham ../data/inmail.37510
"
37510,"ham ../data/inmail.37511
"
37511,"spam ../data/inmail.37512
"
37512,"spam ../data/inmail.37513
"
37513,"spam ../data/inmail.37514
"
37514,"ham ../data/inmail.37515
"
37515,"ham ../data/inmail.37516
"
37516,"spam ../data/inmail.37517
"
37517,"spam ../data/inmail.37518
"
37518,"spam ../data/inmail.37519
"
37519,"spam ../data/inmail.37520
"
37520,"spam ../data/inmail.37521
"
37521,"ham ../data/inmail.37522
"
37522,"spam ../data/inmail.37523
"
37523,"ham ../data/inmail.37524
"
37524,"spam ../data/inmail.37525
"
37525,"spam ../data/inmail.37526
"
37526,"spam ../data/inmail.37527
"
37527,"spam ../data/inmail.37528
"
37528,"spam ../data/inmail.37529
"
37529,"ham ../data/inmail.37530
"
37530,"ham ../data/inmail.37531
"
37531,"ham ../data/inmail.37532
"
37532,"spam ../data/inmail.37533
"
37533,"spam ../data/inmail.37534
"
37534,"spam ../data/inmail.37535
"
37535,"spam ../data/inmail.37536
"
37536,"spam ../data/inmail.37537
"
37537,"ham ../data/inmail.37538
"
37538,"ham ../data/inmail.37539
"
37539,"ham ../data/inmail.37540
"
37540,"spam ../data/inmail.37541
"
37541,"ham ../data/inmail.37542
"
37542,"spam ../data/inmail.37543
"
37543,"spam ../data/inmail.37544
"
37544,"ham ../data/inmail.37545
"
37545,"spam ../data/inmail.37546
"
37546,"ham ../data/inmail.37547
"
37547,"spam ../data/inmail.37548
"
37548,"spam ../data/inmail.37549
"
37549,"ham ../data/inmail.37550
"
37550,"spam ../data/inmail.37551
"
37551,"spam ../data/inmail.37552
"
37552,"spam ../data/inmail.37553
"
37553,"ham ../data/inmail.37554
"
37554,"ham ../data/inmail.37555
"
37555,"spam ../data/inmail.37556
"
37556,"spam ../data/inmail.37557
"
37557,"spam ../data/inmail.37558
"
37558,"spam ../data/inmail.37559
"
37559,"ham ../data/inmail.37560
"
37560,"spam ../data/inmail.37561
"
37561,"spam ../data/inmail.37562
"
37562,"ham ../data/inmail.37563
"
37563,"ham ../data/inmail.37564
"
37564,"ham ../data/inmail.37565
"
37565,"ham ../data/inmail.37566
"
37566,"ham ../data/inmail.37567
"
37567,"spam ../data/inmail.37568
"
37568,"spam ../data/inmail.37569
"
37569,"spam ../data/inmail.37570
"
37570,"ham ../data/inmail.37571
"
37571,"spam ../data/inmail.37572
"
37572,"ham ../data/inmail.37573
"
37573,"ham ../data/inmail.37574
"
37574,"ham ../data/inmail.37575
"
37575,"ham ../data/inmail.37576
"
37576,"spam ../data/inmail.37577
"
37577,"ham ../data/inmail.37578
"
37578,"ham ../data/inmail.37579
"
37579,"spam ../data/inmail.37580
"
37580,"ham ../data/inmail.37581
"
37581,"ham ../data/inmail.37582
"
37582,"ham ../data/inmail.37583
"
37583,"spam ../data/inmail.37584
"
37584,"ham ../data/inmail.37585
"
37585,"spam ../data/inmail.37586
"
37586,"spam ../data/inmail.37587
"
37587,"spam ../data/inmail.37588
"
37588,"spam ../data/inmail.37589
"
37589,"ham ../data/inmail.37590
"
37590,"spam ../data/inmail.37591
"
37591,"ham ../data/inmail.37592
"
37592,"spam ../data/inmail.37593
"
37593,"ham ../data/inmail.37594
"
37594,"ham ../data/inmail.37595
"
37595,"ham ../data/inmail.37596
"
37596,"ham ../data/inmail.37597
"
37597,"ham ../data/inmail.37598
"
37598,"spam ../data/inmail.37599
"
37599,"ham ../data/inmail.37600
"
37600,"spam ../data/inmail.37601
"
37601,"spam ../data/inmail.37602
"
37602,"ham ../data/inmail.37603
"
37603,"ham ../data/inmail.37604
"
37604,"spam ../data/inmail.37605
"
37605,"spam ../data/inmail.37606
"
37606,"ham ../data/inmail.37607
"
37607,"ham ../data/inmail.37608
"
37608,"ham ../data/inmail.37609
"
37609,"ham ../data/inmail.37610
"
37610,"ham ../data/inmail.37611
"
37611,"ham ../data/inmail.37612
"
37612,"ham ../data/inmail.37613
"
37613,"ham ../data/inmail.37614
"
